"Average_Damage_Grade";"has_water_post";"has_electricity_post";"average_income";"Percentage_Education_Level";"Percentage_Bankaccount";"Buildings_per_Population";"Death_per_Population";"ward_id";"outlier"
-1.8198636138454123;0.89421094474555;-0.3504081300951013;-0.012773918099368831;-0.24378262538969472;0.8450204356049723;1.2441586806058345;-0.3261485134926585;120703;"false"
0.23093537305056136;0.5700221696643233;-2.6940662034829437;-1.3380680403863507;-0.7944289032755962;-1.117119909644886;-0.7515903285616097;-1.275618550558357;120802;"false"
-1.3664023897442665;0.8863051805455261;-2.290639432029673;-0.4618832297444614;-0.624089579963004;-0.5640772784734364;0.19143612374854627;-0.7514796278823416;120502;"false"
-0.7456826985863221;0.8386300359976543;-2.6938973368210046;-1.1278111390425047;-2.0154350770090415;-1.1780840180066998;-0.4440562898451048;-1.275618550558357;120801;"false"
-0.4909926032636926;0.9107939416514593;0.5681681643551713;-0.43602678666442574;1.0179997293771417;0.3730601493910871;0.20432639528756735;0.7041997872887293;120602;"false"
-0.1256955059782179;0.717148916207257;-0.5361894342349816;-0.9342804482074105;-0.3438865478380884;-1.1829156593518444;-1.4246479520961932;-0.855389700018112;120108;"false"
-0.6030167390455958;0.5078042403530745;-1.0691974089727585;-1.1480472732378935;-0.35204501751763223;-0.9069917720721989;-1.1640008727225737;-0.5062277032310009;120109;"false"
-1.1710874435797871;0.842792675766696;-1.0058702851512586;0.908843172858951;-0.024964551274093194;0.06992712210637954;0.23835280771499548;-0.027610436277522;120705;"false"
-0.9748470347525284;-0.5570550481031155;-0.9999702425591933;-0.6727483810139906;-0.7243536434706718;-0.38117768158917276;-0.8546283417728537;-0.8630210301996764;120104;"false"
-1.2384273583758043;0.26931597460706364;-2.6023046668613077;-1.0275781284844634;-0.6411867141265584;-0.8909887711944865;0.36634733679565723;-0.3995316902566846;120105;"false"
0.5254547015062077;0.3408492801841208;0.2323922001196693;-0.8715307055642312;0.49802581845351984;-0.8461031167347552;-0.7385642170943915;0.2764612575069514;120106;"false"
-1.7094045319418791;0.722475961278711;-1.0537748245197363;1.0716694202014232;0.8313607477333304;-0.25607077210926027;0.433330893084885;-1.275618550558357;120710;"false"
0.10300923554291024;0.7716387977383179;0.3939804637217272;-1.3776860441869858;-1.0580260519590368;-1.0870959112977117;-0.6926603083497915;-0.5379062897077556;120308;"false"
0.41824751924542736;0.2482398876522877;-0.6807825840312937;0.4981192321013054;0.6197122332104233;-0.46713623473430954;-0.33023258860612664;-0.4527768009809564;120107;"false"
-0.9241456958537474;0.8497307368954653;0.13247846232363825;-1.0345291145978202;-0.16086127605361458;-0.42597369363966525;0.3199857270287779;0.5718886247524126;120707;"false"
-2.159277061901773;0.6238981548122923;-1.5009095938678536;-1.1397525279884562;0.6828417042402362;-1.1045946750914544;-0.6003428061721852;0.23163279438571913;120206;"false"
-1.0483660444129488;0.4668501106779478;0.00846235035017454;-0.07998246333405075;0.37520437552969516;0.09665191682846097;0.4931337665173233;0.5109564865489802;120604;"false"
-0.511442771237942;0.19277813429734852;-2.694431367570135;0.4423506734858689;-1.4694399219052394;-0.9588638868655989;-0.8552308063577777;-0.8125671161079334;120101;"false"
-0.5589056186049155;-2.2760474884825883;0.622427108199686;-1.1934093841607785;-0.17316967128375202;-0.74565948541905;0.5236979129896789;-1.04041094634266;120807;"false"
-1.5723435903131742;-1.2843135133880752;-2.6941587963374944;-1.1737294996298526;-1.2609645274412489;-1.0569445487041547;-1.475546850500878;-0.5425662796936924;120102;"false"
-1.5345436789031779;0.903289190669505;0.6474091447670189;-0.7266326375666666;-2.010732206815077;-0.6840045599354139;0.6355293601473067;-1.275618550558357;120203;"false"
-0.2523502416102654;0.574845363676867;0.284864429889123;-1.197688465286893;-0.5506003972898044;-1.0655342455353536;0.5577398448198396;-0.6608583331828558;120409;"false"
-0.845733430465606;0.6364236947398402;-2.2853135536360574;-0.8080729773215887;-0.04945790416099378;-0.5298737726545233;-0.19676613498754325;0.45909387578063854;120608;"false"
-0.608193214020503;0.797275239116345;0.43649346052228316;-0.5432005840038111;0.3739018903141061;-0.050367492212434445;-0.28275769694080893;-0.293443047017029;120603;"false"
0.3594077069328804;-0.3768966494938754;-0.3512968359255886;-0.4920775866459753;1.7790191936024382;-0.48140238299883065;-0.7363573553486377;0.47961306484534266;120302;"false"
-1.097138806678845;0.5330189744533618;-1.742491576374988;-0.4136420084099714;0.5486985012605445;0.7589883384930302;1.8264902918157044;-0.6231711190784219;120709;"false"
-0.3701034760137296;-0.30645140543800103;-0.3118998647910318;-0.7331598430468708;-1.2897960759011684;-0.8590987332135378;-1.089032858158206;-0.9704766465455172;120103;"false"
-1.510624956180404;-0.14453896421916818;-0.7222476436364565;-0.6641794070042483;-1.8939957869514605;-1.0540031996388912;0.7737630602989556;-1.0751106327700157;120809;"false"
-1.0195114765998126;0.05471340829038978;-0.3016778294927326;-0.5724613020159811;0.6834763006970901;-0.11945901046154445;0.8833758520128441;0.08823925831111971;120810;"false"
0.22087691546628174;0.8971994763815488;0.4054541060162008;-1.2448980961250802;-0.4259146397248086;-1.1707315203075666;0.034656114130575795;-0.27307896161665063;120607;"false"
-0.32955366393827046;-0.1114745207062368;-1.2447377238071555;-1.409444556808974;-0.21837162969125662;-1.2691418741267335;-0.7541230017398721;1.265431766840127;120309;"false"
-1.7457586242586394;0.8953627876886244;0.6497197309731558;-1.020668449669364;1.605413502428342;-0.6219711455652027;0.3284996460016175;-0.6731940428456766;120601;"false"
-0.23501994991467812;0.3513038516077147;0.14159484043818146;-1.0446611410286197;0.7811234816569358;-0.45906927742580095;1.2435883881912118;-0.001713907586450859;120303;"false"
-1.6016925058225944;0.28777478368788595;-0.6615380433392185;0.9373456675410987;-1.180397557194717;-0.9761264303912401;-0.21253096105393438;-0.8493097528191573;120509;"false"
-1.637325629690386;-0.6458635915273425;-0.9384743887881268;-0.8915644078967311;-0.12886508970130253;-0.7125587254773464;-0.5227705434131712;-0.878762067504003;200901;"false"
-2.0529395136289352;-0.12034115557008228;-0.7401905590055496;-1.4001517302445114;0.05397854886296498;-0.4877906265433199;1.4201781781293652;0.7075459591273441;120208;"false"
-0.010363563863177924;-0.14509419630391113;-2.6757287631204063;-0.43729289593709486;-0.05566031974324677;-0.030033404505835092;-0.6875649215208554;-0.7480823766132639;200804;"false"
-1.4177566525259424;0.03676788152750028;0.6391750993279963;0.47309732820324757;2.150230312163055;2.340431367022211;-0.23443499370058918;-0.8522821346514678;200506;"false"
-1.1937375297612105;-0.28032608898294864;0.3209088165996343;-0.541956427489908;0.00755522297304072;-0.07026584946817803;0.1437626353872955;-0.8251492840789661;200507;"false"
-0.17071203283728975;0.36608547037941314;0.2800018546279819;-0.6157009772230848;0.5090443732051548;-0.4754687608578672;0.6583283342091262;0.22549744291376225;120305;"false"
-1.3901110025770207;0.9088709022560224;0.6288971597044491;-0.9692877947981332;0.5486985012605445;-0.20567229001069479;0.3069324257054649;-0.7577742858190986;200509;"false"
0.1968022604754949;0.8799009900645277;-2.437805024482115;-0.025199442641212287;-0.9414518792050727;-0.6377843669870682;-0.11107092242232479;-0.6093398386495661;200802;"false"
-0.3575719922509473;0.5639709200109746;-0.4880559416515764;-0.47456418341948053;0.5417928328222279;-0.985621439324123;-0.11900476876669754;0.4377506413093089;120306;"false"
0.10624908986724808;-1.9868306988094884;-1.62425834207314;-0.22175933856668767;0.2783799643965975;0.08282192377520595;0.42889714995835715;-0.8645500019372454;200801;"false"
-1.3448590258547222;0.6139618467048222;-0.6797945978964547;-0.8044734519235013;-1.136199468639964;-0.6249325579720326;-0.013785850563676991;-0.6371591281270598;200911;"false"
-1.943250067240027;-3.306155344348146;-2.675668680792426;1.3279804676259037;-0.22250443797170077;-0.5073017204144504;-0.19009694666499347;-0.8174191356944299;120201;"false"
-1.1399866462456283;0.6434753684858322;-1.7721668184119164;-1.1913464643885054;-1.0820612022002205;-1.0297090668798181;-0.6376341089305383;-0.5851738945219818;200701;"false"
-0.3256350592900103;-3.103899536276854;-2.3468094891231077;-0.7428877044852883;-0.3302890983721817;-0.8595673539460099;-0.5764140373274788;-1.1276274211254083;200605;"false"
-0.23002186630953414;-0.34599058775722524;0.06254314194900708;-1.1155125803993227;-0.5666755275487145;-0.6199579686580967;-0.9687992928828658;-0.012360550254766896;200608;"false"
0.337936526055652;-0.056114515787230416;-2.677352351483332;1.9116757374916105;-0.05741301022682524;0.2946881120178477;-0.8746999207755638;-0.5639086830508521;200805;"false"
-0.060821920795582095;0.4983726541059076;-0.9636551489419651;-0.19478783260753527;-0.4790971408417679;-0.9029226698019233;-0.5171494946711251;-1.2263558293776007;200512;"false"
0.5583379234789168;0.6275596642768135;0.43023113461316137;1.8531512698968167;0.48269524864203417;-0.29909695790923024;0.7117300114663456;0.24824162463303676;210802;"false"
0.7774029431221852;0.7625747618984268;0.6605965025764675;0.052517298493438974;0.08817045367926181;-0.5047432918320863;0.3575970819434243;-0.2547276194539891;210204;"false"
-1.2252186121957038;0.6269055363780749;-2.6937322143258617;-0.03947607637082659;-0.5442418936029226;-0.6554788819419868;0.46162999034505375;-1.179060590148764;120805;"false"
-0.15764911202758733;0.6632761489971506;-0.8299779310572084;-0.2314569331646948;0.025701958126799436;-0.48375611063497176;-0.7987678894578012;-0.8142663874270176;120403;"false"
-1.2321618295384187;0.9005132903724867;0.43340296202167755;0.7034577663676498;1.0350721860413705;3.1066042153326565;1.5666090588556298;-0.35491075496169266;120711;"false"
-2.0549525753373272;0.8539364307489931;-0.032032528429386586;-0.3446090961617402;-0.8209735290986236;-0.8932075121324071;-0.006672406719011555;-1.275618550558357;120505;"false"
-1.627751998513704;0.8895417712795985;-1.7245096898349022;-0.39105373320720455;0.35597253792521;-1.2364174673145767;-1.8081703264346916;-0.8130782104064439;120501;"false"
-1.3329298837921397;0.9088605191280386;0.5558869350294622;1.8263795613543146;1.7177807901007496;3.5758392209271754;1.6986637705067624;-0.37008339243141836;120712;"false"
-0.38504375513497463;0.6832743731887809;-0.46678310848804794;1.1948319721576055;0.17931965987180307;-0.9575090870327047;-0.6104086806869155;-0.14454824508566258;120806;"false"
-0.7090627680739026;0.04849489314690158;0.6628164883999644;-1.3730890412849526;0.3537217291084334;-0.7630314830567319;-0.6257295204360651;-1.0047384499886636;210704;"false"
0.7982102470015024;0.8995418139582053;-0.6996523091091403;0.3035249236219161;-0.607641634383609;-1.0700772821993634;-0.45104884437518794;-0.3861011133888524;210807;"false"
0.009696559974349338;-0.1549665913229654;0.6306329572421431;-0.9421224044162554;1.3990592473372345;-0.034539253486274686;-0.27024466698165833;-0.7969190190846208;120605;"false"
0.014224429331123152;-1.99094909361525;0.6448951735562359;-1.0166418446667955;-1.0019758730528754;0.16710735726914447;-0.4237611362792991;-0.6267490566058925;210508;"false"
-1.743973117069166;0.18187941965576362;-1.146054096112246;-0.4418160741876465;0.22907468156500646;0.3204482684790481;0.46348823698855374;-0.12458479666251784;120205;"false"
-2.5127048588158973;0.5513195633553027;0.12375828798192269;-0.5874748566010808;0.8252665338538957;-0.2558034609511268;1.3286800819037967;-0.4725622461617425;120704;"false"
-0.11306608514137906;0.2968689337832418;0.16383624584885573;-0.8972442528515073;0.11724434709266317;-0.820390660711332;-0.048583133452438435;-0.9284498534143046;120606;"false"
0.9456714507331566;0.872129054863678;0.6690097863247109;-0.7035239189496847;0.30918642893316906;-0.47931531875739314;-0.9312781144055078;-0.5216847307485221;120408;"false"
0.12284483863417664;-0.05132486662111273;-1.7375163737783559;0.24990437529130954;-0.2251537758447237;-0.564671214510564;-1.2129344852639052;-0.4278061698521625;120402;"false"
0.8769855111571498;0.6246913399685929;0.6391695641521938;-0.34186678578334445;0.20001143079818257;-0.3637666189903971;1.998170416404308;-1.1225367064752034;210201;"false"
